CN	EN
<Assistant_Title1>【高原战】</>\n<Assistant_Title2>玩法说明：</><Assistant_System>高原战</>是势力战中的<Assistant_Red>800人</>战场。战场资格会在每轮四方联赛第一场结束后<Assistant_Red>21:20</>分配，获得资格的俱乐部成员可在<Assistant_System>以战养战-势力-高原战</>界面查看赛程安排。\n<Assistant_Title2>核心目标：</>各势力需要争夺战场中央平台上的<Assistant_Property1>死亡骑士</>。死亡骑士会跟随身边<Assistant_Red>20米</>内非凡者数量最多的势力，且获得跟随至少需要<Assistant_Red>5人</>。死亡骑士身边的势力会定时增加势力积分，获得死亡骑士跟随的势力加分更高。\n<Assistant_Title2>胜利规则：</>成功将死亡骑士送达本阵营广场，可额外获得<Assistant_Red>1200势力积分</>。达到<Assistant_Red>15000势力积分</>的势力会提前获胜；战斗结束时，会根据四皇势力积分排名发放不同档次奖励。\n<Assistant_Title2>劣势机制：</>与第一名相差<Assistant_Red>3000势力积分</>的势力会被视为劣势势力。每<Assistant_Red>5分钟</>，劣势势力广场前会投放<Assistant_Property1>绊马索</>，只有本势力非凡者可以拾取，使用后可减速死亡骑士；每<Assistant_Red>8分钟</>，劣势势力广场会开启集合传送，需要<Assistant_Red>1名</>非凡者前往广场区域激活，成功后该势力所有非凡者可传送至广场区域并获得强力buff。\n<Assistant_Title2>参与方式：</>{JumpToUI:[前往高原战]|1250323}	<Assistant_Title1>【Highland Battle】</>\n<Assistant_Title2>Gameplay Description: </><Assistant_System>Highland Battle</> is an <Assistant_Red>800-player</> battlefield in the Faction War. Eligibility is assigned at <Assistant_Red>21:20</> after the first match of each Four-Way League round. Eligible club members can view the schedule in the <Assistant_System>War-Driven Growth - Faction - Highland Battle</> interface.\n<Assistant_Title2>Core Objective: </>Factions must compete for the <Assistant_Property1>Dead Knight</> on the central platform of the battlefield. The Dead Knight will follow the faction with the most Beyonders within <Assistant_Red>20 meters</>, and requires at least <Assistant_Red>5 people</> to follow. The faction near the Dead Knight gains faction points periodically, with the faction being followed gaining more points.\n<Assistant_Title2>Victory Rules: </>Successfully escorting the Dead Knight to your faction's plaza grants an additional <Assistant_Red>1200 faction points</>. The faction that reaches <Assistant_Red>15000 faction points</> wins early; at the end of the battle, rewards are distributed based on the faction point ranking.\n<Assistant_Title2>Disadvantage Mechanism: </>Factions trailing the first place by <Assistant_Red>3000 faction points</> are considered disadvantaged. Every <Assistant_Red>5 minutes</>, <Assistant_Property1>Tripwires</> will be dropped in front of the disadvantaged faction's plaza, which can only be picked up by their own Beyonders and used to slow down the Dead Knight; every <Assistant_Red>8 minutes</>, a group teleport will open at the disadvantaged faction's plaza, requiring <Assistant_Red>1</> Beyonder to go to the plaza area to activate it. Once successful, all Beyonders of that faction can teleport to the plaza area and gain a powerful buff.\n<Assistant_Title2>How to Participate: </>{JumpToUI:[Go to Highland Battle]|1250323}
出售数量	Quantity to sell
天气	Weather
有的人靠工作赚钱……	Some people work for money...
材质	Material
输入正确密钥才能领取礼金	Enter the correct key to claim the gift
<HighLight>前往</>霸王茶姬加盟加	<HighLight>Go to</> Ba Wang Cha Ji franchise
伤害木桩1：事实Buff信息	Damage Dummy 1: Fact Buff Info
金镑 (绑定  ) 可以通过游戏内福利活动和充值湖里活动获得	Gold Pounds (Bound) can be obtained through in-game welfare events and recharge welfare events
已选1/13人	Selected 1/13 people
星星眼	Starry eyes
积分奖励	Points Reward
但真正的命运，掌握在你自己手中。	But true fate lies in your own hands.
前往狂暴海，登前往狂暴海，登前往狂暴海，登前往狂暴海，登	Go to the Berserk Sea, board Go to the Berserk Sea, board Go to the Berserk Sea, board Go to the Berserk Sea, board
等待对方响应	Waiting for the other party to respond
为什么我没上必吃榜，我明明那么努力串了	Why didn't I make the must-eat list, I clearly worked so hard to skewer
拖曳模型可调整出阵顺序	Drag the model to adjust the deployment order
这里是创建小队的装饰文本	This is decorative text for creating a team
时装名称时	Outfit Name
计策名字七个字	Strategy name seven characters
四级军衔是教会与军方体系老爹告诫住哪里四级军衔是教会与军方体系老爹告诫住哪里	Level 4 military rank is the church and military system, father warned where to live, Level 4 military rank is the church and military system, father warned where to live
选择你的子弹吧，我会仁慈地拿走一颗假的。	Choose your bullet; I will mercifully take away a fake one.
宣战时间	Declaration time
暂无新成立的俱乐部	No newly established clubs yet
理论上副本装，也能扛8.5+的	Theoretically, dungeon gear can also carry 8.5+.
血皇势力占领中	Occupied by Blood Emperor forces
请添加有二维码的图片	Please add an image containing a QR code.
系统面板标题	System Panel Title
约翰诡秘	John Mystery.
这就是“吃我”的影响么，能让我变形成奇怪的样子，还附带特殊的力量……	Is this the effect of 'Eat Me'? It allows me to transform into a strange shape and comes with special powers...
库存 0/10	Inventory 0/10
执火	Fire Bearer
描述描述描述描述描述描述描述描述描描	Description Description Description Description Description Description Description Description Description Description
那只狗为什么一直盯着我，希望它永远别来找我。	Why does that dog keep staring at me? I hope it never comes to find me.
马上就轮到了……	It will be my turn soon...
<P_Heart>（将线索记在剧本上吧……）</>	<P_Heart>(Let's write the clues down in the script...)</>
一个神奇的物品	A magical item
本场伤害	Damage in this match
歌颂又不像你们奶妈有人带	Singing isn't like you healers who have people to carry you.
白描丶	Baimiao.
艾因哈特 has bid	Einhart has bid
上传自定义表情的段位经验限制，0=不限制	Rank experience limit for uploading custom emojis, 0 = no limit
屋内已经没有其他线索了，现在对尸体进行灵性追溯吧。	There are no other clues in the room, now let's perform Spiritual Retrospection on the corpse.
快去跳舞！	Go dance, quickly!
珍惜，我们俩刚刚打时，你是不是出了两次无敌哇，好像看到了两次小金人	Cherish, when we were fighting just now, did you use Invincibility twice? I think I saw the little golden man twice.
真心串，不找	Sincere skewers, not looking.
马车名称	Carriage Name
当前战绩	Current Record
歌声就在前面……	The singing is right in front...
谢天谢地，你终于愿意答应了！	Thank goodness, you finally agreed!
今日14:00-15:00	Today 14:00-15:00
嘲讽2	Taunt 2
淘汰赛开始倒计时	Countdown to knockout stage start
怎么刷我的技能？	How do I refresh my skills?
翡翠星恒翡翠星恒	Emerald Star Constant Emerald Star Constant
评分 3659(<Score>+607 </><ScoreGreen>+22</> <ScoreRed>-32</>)	Rating 3659(<Score>+607 </><ScoreGreen>+22</> <ScoreRed>-32</>)
你还是这样，赫尔嘉，一有机会就想毁掉自己。	You're still the same, Helga, always looking for a chance to destroy yourself.
福音券	Gospel Voucher
肉体·Ⅲ级	Physical · Level III
ui隐	UI Hidden
兄弟我问你一个事儿呢	Brother, I'm asking you something
收信人名称文本：	Recipient Name Text: 
2025年10月23日16:17	2025/10/23 16:17
回想属性仅在跨服活动中生效<Green>（生效中）</>	Recall attributes only take effect in cross-server events <Green>(Active)</>
我记得班森说过，新家在……水仙花街2号。	I remember Benson said the new home is at... 2 Daffodil Street.
生如夏花	Life Like Summer Flowers
设置备注	Set note
赛季名称 S1	Season Name S1
       萨斯利尔身上的血肉和阴影”斗篷”同时膨胀了起来。砰！洛薇雅崩溃的身体被弹飞了出去，摔在了地上，而那属于她的阴影被直接撕碎，化成一片片虚幻的轻纱缓缓飘落。一道道缭绕着神圣火焰的光芒接连落下，击在了洛薇雅的身上，泯灭着她的灵魂，净化着她的血肉。洛薇雅的气息急速消散，淡灰的眼眸飞快失去了神采。她崩溃成一团血肉的身体蜷缩了起来，用那一条条没有皮肤的，满是鲜红黏液的手臂将那个乳白色的，偏大型的人类头骨紧紧抱”胸前”，压到了身下。炽烈的”阳光”照射中，神圣的火焰燃烧里，洛薇雅保持着这个姿态，不让自己有丝毫的动弹，不让那个人类头骨显露出来，受到伤害。又是一道光柱煊赫击落，洛薇雅的身体忍不住弹了一下，但还是剧烈颤抖着蜷缩于那里。最终，这团扭曲的，恶心的，蠕动的血肉停止了一切活动，死死地覆盖在那个人类头骨表面黯淡无光破败	       The flesh and the shadow "cloak" on Sasrir's body expanded simultaneously. Bang! Lovia's collapsing body was sent flying, crashing to the ground. The shadow that belonged to her was torn directly to shreds, turning into fragments of illusory gauze that drifted down slowly. Beams of light wreathed in holy flames descended one after another, striking Lovia's body, annihilating her soul and purifying her flesh. Lovia's aura dissipated rapidly, and her pale gray eyes quickly lost their luster. Her body, which had collapsed into a mass of flesh, curled up, using those skinless arms covered in bright red mucus to tightly hug that milky-white, oversized human skull to her "chest," pressing it beneath her. Amidst the scorching "sunlight" and the burning holy flames, Lovia maintained this posture, not allowing herself to move in the slightest, preventing that human skull from being exposed and harmed. Another brilliant pillar of light struck down, and Lovia's body couldn't help but jerk, but she still curled up there, trembling violently. Finally, this twisted, disgusting, writhing mass of flesh ceased all activity, dead and covering the dull, dilapidated surface of that human skull.
活动名七个字	Activity Name (7 characters)
周三、周六晚开放	Open Wednesday and Saturday evenings
恭喜，赛区俱乐部<Highlight>俱乐部名字七个</>荣升晋级	Congratulations, the division club <Highlight>Seven-Character Club Name</> has been promoted.
知识皇冠的消失并未带走庄园的污染，反而让深处的某种存在更加蓬勃地发育。 来自圣堂的指引更是触目惊心：“最深处的污染来自红月……将在此处诞生新的子嗣…… ”\n守护廷根的值夜者小队，必将阻止这一切！\n\n<Notice>当副本首领奖励次数归零时，会自动获得对应的</><Highlight>再战任务</><Notice>，完成后可以获得额外奖励。再战任务每周一8点重置。</>\n\n<Notice>组队模式下和</><Highlight>家族</><Notice>成员一起进入副本，若未达到推荐非凡评分，可获得属性增益补正。补正效果与团队同家族成员数目和家族等级相关。</>	The disappearance of the Crown of Knowledge did not take away the manor's corruption; instead, it allowed some existence deep within to flourish even more. The guidance from the Cathedral is even more shocking: "The deepest corruption comes from the Red Moon... A new offspring will be born here..." \nThe Nighthawks squad guarding Tingen will surely stop all of this! \n\n<Notice>When the dungeon boss reward count reaches zero, you will automatically receive the corresponding </><Highlight>Rematch Quest</><Notice>, which grants extra rewards upon completion. Rematch Quests reset every Monday at 8:00. </>\n\n<Notice>In team mode, entering a dungeon with </><Highlight>Family</><Notice> members allows you to receive an attribute bonus correction if the recommended Beyonder rating is not met. The correction effect is related to the number of team members from the same family and the family level. </>
